Id,Title,Databases,Year,Authors,Publication Type,Published In,Publisher,Address,Refs.,Cits.,Abstract,Keywords,PDF,URL,"Q1 [0, 3]","Q2 [0, 3]","Q3 [0, 3]","Q4 [0, 1]","Total [0, 10]",Backward Tracked,Forward Tracked
1026,Measuring the quality of web content using factual information,Backward Citation Tracking,2012,Elisabeth Lex; Michael Voelske; Marcelo Errecalde; Edgardo Ferretti; Leticia C. Cagnina; Christopher Horn; Benno Stein; Michael Granitzer,Conference,"WebQuality '12: Joint WICOW/AIRWeb Workshop on Web Quality, pp. 7-10",Association for Computing Machinery,"New York City, United States",10,60,"Nowadays, many decisions are based on information found in the Web. For the most part, the disseminating sources are not certified, and hence an assessment of the quality and credibility of Web content became more important than ever. With factual density we present a simple statistical quality measure that is based on facts extracted from Web content using Open Information Extraction. In a first case study, we use this measure to identify featured/good articles in Wikipedia. We compare the factual density measure with word count, a measure that has successfully been applied to this task in the past. Our evaluation corroborates the good performance of word count in Wikipedia since featured/good articles are often longer than non-featured. However, for articles of similar lengths the word count measure fails while factual density can separate between them with an F-measure of 90.4%. We also investigate the use of relational features for categorizing Wikipedia articles into featured/good versus non-featured ones. If articles have similar lengths, we achieve an F-measure of 86.7% and 84% otherwise.",N/A,https://dl.acm.org/doi/pdf/10.1145/2184305.2184308,https://dl.acm.org/doi/10.1145/2184305.2184308,2,1,1,0,4,Yes,Yes
1027,Detection of text quality flaws as a one-class classification problem,Backward Citation Tracking,2011,Maik Anderka; Benno Stein; Nedim Lipka,Conference,"CIKM '11: ACM International Conference on Information and Knowledge Management, pp. 2313-2316",Association for Computing Machinery,"New York City, United States",14,30,"For Web applications that are based on user generated content the detection of text quality flaws is a key concern. Our research contributes to automatic quality flaw detection. In particular, we propose to cast the detection of text quality flaws as a one-class classification problem: we are given only positive examples (= texts containing a particular quality flaw) and decide whether or not an unseen text suffers from this flaw. We argue that common binary or multiclass classification approaches are ineffective in here, and we underpin our approach by a real-world application: we employ a dedicated one-class learning approach to determine whether a given Wikipedia article suffers from certain quality flaws. Since in the Wikipedia setting the acquisition of sensible test data is quite intricate, we analyze the effects of a biased sample selection. In addition, we illustrate the classifier effectiveness as a function of the flaw distribution in order to cope with the unknown (real-world) flaw-specific class imbalances. Altogether, provided test data with little noise, four from ten important quality flaws in Wikipedia can be detected with a precision close to 1.",N/A,https://dl.acm.org/doi/pdf/10.1145/2063576.2063954,https://dl.acm.org/doi/10.1145/2063576.2063954,1,1,0,0,2,No,No
1030,Characterizing Wikipedia pages using edit network motif profiles,Backward Citation Tracking,2011,Guangyu Wu; Martin Harrigan; Pádraig Cunningham,Conference,"SMUC '11: International Workshop on Search and Mining User-generated Contents, pp. 45-52",Association for Computing Machinery,"New York City, United States",17,53,"Good Wikipedia articles are authoritative sources due to the collaboration of a number of knowledgeable contributors. This is the many eyes idea. The edit network associated with a Wikipedia article can tell us something about its quality or authoritativeness. In this paper we explore the hypothesis that the characteristics of this edit network are predictive of the quality of the corresponding article's content. We characterize the edit network using a profile of network motifs and we show that this network motif profile is predictive of the Wikipedia quality classes assigned to articles by Wikipedia editors. We further show that the network motif profile can identify outlier articles particularly in the 'Featured Article' class, the highest Wikipedia quality class.",Wikipedia; Authoritativeness; Network motifs,https://dl.acm.org/doi/pdf/10.1145/2065023.2065036,https://dl.acm.org/doi/10.1145/2065023.2065036,1,1,1,0,3,No,No
1038,"Issues of cross-contextual information quality evaluation—The case of Arabic, English, and Korean Wikipedias",Backward Citation Tracking,2009,Besiki Stvilia; Abdullah Al-Faraj; Yong Jeong Yi,Journal,"Library & Information Science Research, vol. 31(4), pp. 232-239",N/A,N/A,41,71,"An initial exploration into the issue of information quality evaluation across different cultural and community contexts based on data collected from the Arabic, English, and Korean Wikipedias showed that different Wikipedia communities may have different understandings of and models for quality. It also showed the feasibility of using some article edit-based metrics for automated quality measurement across different Wikipedia contexts. A model for measuring context similarity was developed and used to evaluate the relationship between similarities in sociocultural factors and the understanding of information quality by the three Wikipedia communities.",N/A,https://reader.elsevier.com/reader/sd/pii/S0740818809000954?token=75CFEBF42D926D5C7E7E8F58A2C33ED68EB12B4CA004D61F444B290C84F4399CEF13AA00775FB9520774622BD77CE26C&originRegion=eu-west-1&originCreation=20230311133412,https://www.sciencedirect.com/science/article/pii/S0740818809000954,1,0,1,1,3,No,No
1040,Identifying featured articles in Spanish Wikipedia,Backward Citation Tracking,2014,Lian Pohn; Edgardo Ferretti; Marcelo Errecalde,N/A,N/A,N/A,N/A,19,4,"Information Quality assessment in Wikipedia has become an ever-growing research line in the last years. However, few efforts have been accomplished in Spanish Wikipedia, despite being Spanish, one of the most spoken languages in the world by native speakers. In this respect, we present the first study to automatically assess information quality in Spanish Wikipedia, where Featured Articles identification is evaluated as a binary classification task. Two popular classification approaches like Naive Bayes and Support Vector Machine (SVM) are evaluated with different document  representations and vocabulary sizes. The obtained results show that FA identification can be performed with an F1 score of 0.81, when SVM is used as classification algorithm and documents are represented with a binary codification of the bag-of-words model with reduced vocabulary.",Wikipedia; Information Quality; Featured Article; Support Vector Machine,http://sedici.unlp.edu.ar/bitstream/handle/10915/42288/Documento_completo.pdf?sequence=1,http://sedici.unlp.edu.ar/bitstream/handle/10915/42288/Documento_completo.pdf?sequence=1,2,1,1,0,4,Yes,Yes
1041,"Modelling Wikipedia’s Information Quality using Informativeness, Reliability and Authority",Backward Citation Tracking,2021,Chinthani Sugandhika; Supunmali Ahangama; Sapumal Ahangama,Conference,"ICAC '21: International Conference on Advancements in Computing, pp. 169-174",Institute of Electrical and Electronic Engineers,"New York City, United States",44,1,"Wikipedia is the largest collaborative encyclopedia published on the internet. Due to its ‘open source' model, Wikipedia faces many issues regarding its Information Quality (IQ). Due to this reason, Wikipedia is generally not recommended for academic and research activities. However, hybrid approach which utilizes both content and metadata statistics of Wikipedia articles provide good insights in measuring the underlying IQ. Therefore, aligning with this hybrid approach, this study presents a simple yet precise model to assess the IQ of Wikipedia. The model comprises three IQ dimensions (1) Informativeness, (2) Reliability and (3) Authority, and 23 IQ features. The proposed model was tested with 1000 articles extracted from five WikiProjects Medicine, Politics, Sports, History, and Science. A Selenium-based web scraping technique was used to extract the data from articles automatically. The model received a classification accuracy of 79% and a clustering accuracy of 84%. Thus, this extensive experiment validates the effectiveness of the proposed model. Accordingly, the methodology, analysis and results, implications of the findings to theoretical discourse and practical applications, limitations, and futuristic directions are discussed in this paper.",Information quality; Wikipedia; informativeness; reliability; authority; collaborative content; hybrid approach,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9671092,https://ieeexplore.ieee.org/document/9671092,2,2,2,0,6,Yes,Yes
1044,Measuring Qualities of Articles Contributed by Online Communities,Backward Citation Tracking,2006,Ee-Peng Lim; Ba-Quy Vuong; Hady Wirawan Lauw; Aixin Sun,Conference,"WI '16: IEEE WIC ACM International Conference on Web Intelligence, pp. 81-87",Institute of Electrical and Electronic Engineers,"New York City, United States",10,71,"Using open source Web editing software (e.g., wiki), online community users can now easily edit, review and publish articles collaboratively. While much useful knowledge can be derived from these articles, content users and critics are often concerned about their qualities. In this paper, we develop two models, namely basic model and peer review model, for measuring the qualities of these articles and the authorities of their contributors. We represent collaboratively edited articles and their contributors in a bipartite graph. While the basic model measures an article's quality using both the authorities of contributors and the amount of contribution from each contributor, the peer review model extends the former by considering the review aspect of article content. We present results of experiments conducted on some Wikipedia pages and their contributors. Our result show that the two models can effectively determine the articles' qualities and contributors' authorities using the collaborative nature of online communities",N/A,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4061345,https://ieeexplore.ieee.org/document/4061345,2,0,1,0,3,No,No
1046,Interlingual Aspects Of Wikipedia's Quality,Backward Citation Tracking,2010,Rainer Hammwöhner,N/A,N/A,N/A,N/A,30,21,"This paper presents interim results of an ongoing project on quality issues concerning Wikipedia. One focus of research is the relation of language and quality measurement. The other one is the use of interlingual relations for quality assessment and improvement. The study is based on mono- and multilingual samples of featured and non-featured Wikipedia articles in English, French, German, and Italian that are evaluated automatically.",Information Quality; Wikipedia; Knowledge Organization; Indexing,https://epub.uni-regensburg.de/15572/1/iciq_2007.pdf,https://epub.uni-regensburg.de/15572/,2,0,1,1,4,Yes,Yes
1051,Web Article Quality Assessment in Multi-dimensional Space,Backward Citation Tracking,2011,Jingyu Han; Xiong Fu; Kejia Chen; Chuandong Wang,Conference,WAIM '11: International Conference on Web-Age Information Management,Springer,"Berlin, Heidelberg",11,4,"Nowadays user-generated content (UGC) such as Wikipedia, is emerging on the web at an explosive rate, but its data quality varies dramatically. How to effectively rate the article’s quality is the focus of research and industry communities. Considering that each quality class demonstrates its specific characteristics on different quality dimensions, we propose to learn the web quality corpus by taking different quality dimensions into consideration. Each article is regarded as an aggregation of sections and each section’s quality is modelled using Dynamic Bayesian Network(DBN) with reference to accuracy, completeness and consistency. Each quality class is represented by three dimension corpora, namely accuracy corpus, completeness corpus and consistency corpus. Finally we propose two schemes to compute quality ranking. Experiments show our approach performs well.",N/A,https://link.springer.com/chapter/10.1007/978-3-642-23535-1_20,https://link.springer.com/chapter/10.1007/978-3-642-23535-1_20,2,0,1,0,3,No,No
1055,ORES: Lowering Barriers with Participatory Machine Learning in Wikipedia,Backward Citation Tracking,2020,Aaron L. Halfaker; R. Stuart Geiger,Journal,"Proceedings of the ACM on Human-Computer Interaction, vol. 4(CSCW2), no. 148, pp. 1-37",N/A,N/A,113,70,"Algorithmic systems---from rule-based bots to machine learning classifiers---have a long history of supporting the essential work of content moderation and other curation work in peer production projects. From counter-vandalism to task routing, basic machine prediction has allowed open knowledge projects like Wikipedia to scale to the largest encyclopedia in the world, while maintaining quality and consistency. However, conversations about how quality control should work and what role algorithms should play have generally been led by the expert engineers who have the skills and resources to develop and modify these complex algorithmic systems. In this paper, we describe ORES: an algorithmic scoring service that supports real-time scoring of wiki edits using multiple independent classifiers trained on different datasets. ORES decouples several activities that have typically all been performed by engineers: choosing or curating training data, building models to serve predictions, auditing predictions, and developing interfaces or automated agents that act on those predictions. This meta-algorithmic system was designed to open up socio-technical conversations about algorithms in Wikipedia to a broader set of participants. In this paper, we discuss the theoretical mechanisms of social change ORES enables and detail case studies in participatory machine learning around ORES from the 5 years since its deployment.",Wikipedia; Reflection; Machine learning; Transparency; Fairness; Algorithms; Governance,https://dl.acm.org/doi/pdf/10.1145/3415219,https://dl.acm.org/doi/10.1145/3415219,3,1,1,1,6,Yes,Yes
1061,A joint model for multimodal document quality assessment,Backward Citation Tracking,2019,Aili Shen; Bahar Salehi; Timothy Baldwin; Jianzhong Qi,Conference,"JCDL '19: Joint Conference on Digital Libraries, pp. 107-110",Association for Computing Machinery,"New York City, United States",24,18,"The quality of a document is affected by various factors, including grammaticality, readability, stylistics, and expertise depth, making the task of document quality assessment a complex one. In this paper, we explore this task in the context of assessing the quality of Wikipedia articles. Observing that the visual rendering of a document can capture implicit quality indicators that are not present in the document text --- such as images, font choices, and visual layout --- we propose a joint model that combines the text content with a visual rendering of the document for document quality assessment. Experimental results over a Wikipedia dataset reveal that textual and visual features are complementary, achieving state-of-the-art results. Further experiments on a Peer Review dataset verify the general applicability of our proposed model.",Document quality assessment; Multimodal; Visual embeddings; Textual embeddings; Wikipedia articles,https://dl.acm.org/doi/pdf/10.1109/JCDL.2019.00024,https://dl.acm.org/doi/10.1109/JCDL.2019.00024,2,1,0,0,3,No,No
2001,Who Did What: Editor Role Identification in Wikipedia,Forward Citation Tracking,2016,Diyi Yang; Aaron L. Halfaker; Robert Kraut; Eduard Hovy,Conference,"ICWSM '16: International AAAI Conference on Web and Social Media, vol. 10(1), pp. 446-455",Association for the Advancement of Artificial Intelligence,"Palo Alto, California",34,67,"Understanding the social roles played by contributors to online communities can facilitate the process of task routing. In this work, we develop new techniques to find roles in Wikipedia based on editors' low-level edit types and investigate how work contributed by people from different roles affect the article quality. To do this, we first built machine-learning models to automatically identify the edit categories associated with edits. We then applied a graphical model analogous to Latent Dirichlet Allocation to uncover the latent roles in editors' edit histories. Applying this technique revealed eight different roles editors play. Finally, we validated how our identified roles collaborate to improve the quality of articles. The results demonstrate that editors carrying on different roles contribute differently in terms of edit categories and articles in different quality stages need different types of editors. Implications for editor role identification and the validation of role contribution are discussed.",N/A,https://ojs.aaai.org/index.php/ICWSM/article/view/14732/14581,https://ojs.aaai.org/index.php/ICWSM/article/view/14732,1,0,1,0,2,No,No
2002,Quality Assessment of Peer-Produced Content in Knowledge Repositories using Development and Coordination Activities,Forward Citation Tracking,2019,Srikar Velichety; Sudha Ram; Jesse Bockstedt,Journal,"Journal of Management Information Systems, vol. 36(2), pp. 478-512",N/A,N/A,83,18,"We develop a method to assess the quality of peer-produced content in knowledge repositories using their development and coordination histories. We also develop a process to identify relevant features for quality assessment models and algorithms for processing datasets in large-scale knowledge repositories. Models using these features, on English language Wikipedia articles, outperform existing methods for quality assessment. We achieve an overall accuracy of 81 percent which is a 7 percent improvement over existing models. In addition, our features improve the precision and recall of each class up to 9 percent and 17 percent respectively. Finally, our models are robust to ten-fold cross validation and techniques used for classification. Overall, our research provides a comprehensive design science framework for both identifying and efficiently extracting features related to development and coordination activities and assessing quality using these features. We also provide details of potential implementation of a quality assessment system for knowledge repositories.",knowledge repositories; Wikipedia; peer-produced content; design science big data analytics; predictive analytics,https://www.tandfonline.com/doi/pdf/10.1080/07421222.2019.1598692,https://www.tandfonline.com/doi/full/10.1080/07421222.2019.1598692,2,2,1,0,5,Yes,Yes
2005,"Qualifying Articles of Persian Wikipedia Encyclopedia Through J48 Algorithm, ANFIS and Subtractive Clustering",Forward Citation Tracking,2016,Seyedtaha Seyedsadr; Mohammadali Afsharkazemi; Hashem Nikoomaram,Journal,"Automation, Control and Intelligent Systems, vol. 3(6), pp. 141-153",N/A,N/A,51,0,"Since Wikipedia encyclopedia is one of the most popular web sites on the internet, providing accurate information is of abundant importance. In this research, the effective variables on quality of Persian articles are identified and a system is, then, designed for judging articles in three quality levels: high quality, cleanup needed, and deletion. First, the variables relating to the articles included in the list of featured articles, good articles, cleanup needed, and deletion articles are collected. Then, two methods are used for the analysis of data: First, a decision tree explains the relationships among the collected variables as rules that are implemented by adaptive neuro fuzzy interference system. Second, the data are implemented by subtractive clustering algorithm and the error of both methods is, finally, measured and compared. The results indicate that the average daily hits, total views, page length, total number of edits, total number of authors, and number of templates used are directly related to quality of Persian articles while the number of recent number of authors is inversely related to quality of articles.",Wikipedia Encyclopedia; Quality of Articles; J48 Decision Tree; ANFIS; Subtractive Clustering Algorithm,https://www.sciencepublishinggroup.com/journal/paperinfo?journalid=134&doi=10.11648/j.acis.20150306.18,https://www.sciencepublishinggroup.com/journal/paperinfo?journalid=134&doi=10.11648/j.acis.20150306.18,3,1,1,1,6,Yes,Yes
2008,Developing the Quality Model for Collaborative Open Data,Forward Citation Tracking,2020,Mouzhi Ge; Włodzimierz Lewoniewski,Journal,"Procedia Computer Science, vol. 176, pp. 1883-1892",N/A,N/A,35,5,"Nowadays, the development of data sharing technologies allows to involve more people to collaboratively contribute knowledge on the Web. The shared knowledge is usually represented as Collaborative Open Data (COD), for example, Wikipedia is one of the well-known sources for COD. The Wikipedia articles can be written in different languages, updated in real time, and originated from a vast variety of editors. However, COD also bring different data quality problems such as data inconsistency and low data objectiveness due to the crowd-based and dynamic nature. These data quality problems such as biased information may lead to sentimental changes or social impacts. This paper therefore proposes a new measurement model to assess the quality of COD. In order to evaluate the proposed model, A preliminary experiment is conducted with a large scale of Wikipedia articles to validate the applicability and efficiency of this proposed quality model in the real-world scenario.",Data Quality; Quality Assessment; Collaborative Open Data; Wikipedia; Quality Model,https://reader.elsevier.com/reader/sd/pii/S187705092032130X?token=F5690D611562DCE69A0A72CF1ECD6B803156C8F0B804D4E2D6837A5568BDE7B745597FFE9C8495AA74D8B679C3A4BEE2&originRegion=eu-west-1&originCreation=20230312205946,https://www.sciencedirect.com/science/article/pii/S187705092032130X,2,0,2,1,5,Yes,Yes
2009,A multimodal approach to assessing document quality,Forward Citation Tracking,2020,Aili Shen; Bahar Salehi; Jainzhong Qi; Timothy Baldwin,Journal,"Journal of Artificial Intelligence Research, vol. 68, pp. 607-632",N/A,N/A,73,2,"The perceived quality of a document is affected by various factors, including grammat- icality, readability, stylistics, and expertise depth, making the task of document quality assessment a complex one. In this paper, we explore this task in the context of assessing the quality of Wikipedia articles and academic papers. Observing that the visual rendering of a document can capture implicit quality indicators that are not present in the document text — such as images, font choices, and visual layout — we propose a joint model that combines the text content with a visual rendering of the document for document qual- ity assessment. Our joint model achieves state-of-the-art results over five datasets in two domains (Wikipedia and academic papers), which demonstrates the complementarity of textual and visual features, and the general applicability of our model. To examine what kinds of features our model has learned, we further train our model in a multi-task learning setting, where document quality assessment is the primary task and feature learning is an auxiliary task. Experimental results show that visual embeddings are better at learning structural features while textual embeddings are better at learning readability scores, which further verifies the complementarity of visual and textual features.",N/A,https://www.jair.org/index.php/jair/article/view/11647/26595,https://www.jair.org/index.php/jair/article/view/11647,3,1,2,0,6,Yes,Yes
2010,Improved Automatic Maturity Assessment of Wikipedia Medical Articles,Forward Citation Tracking,2014,Emanuel Marzini; Angelo Spognardi; Ilaria Matteucci; Paolo Mori; Marinella Petrocchi; Riccardo Conti ,Conference,"OTM '14: Confederated International Conferences ""On the Move to Meaningful Internet Systems"", pp. 612-662",Springer,"Berlin, Heidelberg",23,2,"The Internet is naturally a simple and immediate mean to retrieve information. However, not everything one can find is equally accurate and reliable. In this paper, we continue our line of research towards effective techniques for assessing the quality of online content. Focusing on the Wikipedia Medicinal Portal, in a previous work we implemented an automatic technique to assess the quality of each article and we compared our results to the classification of the articles given by the portal itself, obtaining quite different outcomes. Here, we present a lightweight instantiation of our methodology that reduces both redundant features and those not mentioned by the WikiProject guidelines. What we obtain is a fine-grained assessment and a better discrimination of the articles’ quality, w.r.t. previous work. Our proposal could help to automatically evaluate the maturity of Wikipedia medical articles in an efficient way.",N/A,https://link.springer.com/chapter/10.1007/978-3-662-45563-0_37,https://link.springer.com/chapter/10.1007/978-3-662-45563-0_37,2,0,2,0,4,Yes,Yes
2011,Models for Arabic Document Quality Assessment,Forward Citation Tracking,2020,Adnan Yahya; Afnan Ahmad; Alaa Assaf; Rawan Khater; Ali Salhi,Conference,"BIS '20: International Conference on Business Information Systems, pp. 297-310",Springer,"Cham, Switzerland",16,0,"Digital content has been increasing rapidly. This content can be generated, accessed and used by anyone and thus the need for quality assessment of web content before usage becomes an important issue. Devising methods to assess the quality of Arabic digital content is the focus of this paper. Our work was partially based on Wikipedia articles annotated into featured and good according to quality guidelines of Wikipedia. Our analysis was directed at finding features that can serve as best quality indicators. Using the defined features, we trained a high accuracy quality assessment model using machine-learning algorithms. Our work went beyond the Wikipedia documents to build a general model that can assess the quality of Arabic documents that lack Wikipedia metadata with acceptable accuracy. The model was trained and built using features from documents we collected from Arabic online news sites and blogs, and annotated in collaboration with university students.",Document quality assessment; Arabic Wikipedia; Arabic information retrieval,https://link.springer.com/chapter/10.1007/978-3-030-61146-0_24,https://link.springer.com/chapter/10.1007/978-3-030-61146-0_24,2,1,2,1,6,Yes,Yes
2013,Automating assessment of collaborative writing quality in multiple stages: the case of wiki,Forward Citation Tracking,2016,Xiao Hu; Tzi-Dong Jeremy Ng; Lu Tian; Chi-Un Lei,Conference,"LAK '16: International Conference on Learning Analytics & Knowledge, pp. 518-519",Association for Computing Machinery,"New York City, United States",7,6,"This study attempts to investigate to what extent indicators of academic writing and cognitive thinking can help measure the writing quality of group collaborative writings on Wikis. Particularly, comparisons were made on Wiki content in different stages of the projects. Preliminary results from a multiple linear regression analysis reveal that linguistic indicators such as engagement markers and self-mention were significant predictors in earlier stages to the projects, whereas verbs indicating cognitive thinking in the evaluation level were significant in later project stages.",Wiki; automated assessment; metadiscourse,https://dl.acm.org/doi/pdf/10.1145/2883851.2883963,https://dl.acm.org/doi/abs/10.1145/2883851.2883963,1,0,1,0,2,No,No
2014,On MultiView-Based Meta-learning for Automatic Quality Assessment of Wiki Articles,Forward Citation Tracking,2012,Daniel Hasan Dalip; Marcos André Gonçalves; Marco Cristo; Pável Calado,Conference,"TPDL '12: International Conference on Theory and Practice of Digital Libraries, pp. 234-246",Springer,"Berlin, Heidelberg",19,9,"The Internet has seen a surge of new types of repositories with free access and collaborative open edition. However, this large amount of information, made available democratically and virtually without any control, raises questions about its quality. In this work, we investigate the use of meta-learning techniques to combine sets of semantically related quality indicators (aka, views) in order to automatically assess the quality of wiki articles. The idea is inspired on the combination of multiple (quality) experts. We perform a thorough analysis of the proposed multiview-based meta-learning approach in 3 collections. In our experiments, meta-learning was able to improve the performance of a state-of-the-art method in all tested datasets, with gains of up to 27% in quality assessment.",N/A,https://link.springer.com/chapter/10.1007/978-3-642-33290-6_26,https://link.springer.com/chapter/10.1007/978-3-642-33290-6_26,2,1,1,0,4,Yes,Yes
2015,Probabilistic Quality Assessment Based on Article’s Revision History,Forward Citation Tracking,2011,Jingyu Han; Chuandong Wang; Dawei Jiang ,Conference,"DEXA '11: International Conference on Database and Expert Systems Applications, pp. 574-588",Springer,"Berlin, Heidelberg",16,11,"The collaborative efforts of users in social media services such as Wikipedia have led to an explosion in user-generated content and how to automatically tag the quality of the content is an eminent concern now. Actually each article is usually undergoing a series of revision phases and the articles of different quality classes exhibit specific revision cycle patterns. We propose to Assess Quality based on Revision History (AQRH) for a specific domain as follows. First, we borrow Hidden Markov Model (HMM) to turn each article’s revision history into a revision state sequence. Then, for each quality class its revision cycle patterns are extracted and are clustered into quality corpora. Finally, article’s quality is thereby gauged by comparing the article’s state sequence with the patterns of pre-classified documents in probabilistic sense. We conduct experiments on a set of Wikipedia articles and the results demonstrate that our method can accurately and objectively capture web article’s quality.",N/A,https://link.springer.com/chapter/10.1007/978-3-642-23091-2_50,https://link.springer.com/chapter/10.1007/978-3-642-23091-2_50,2,0,1,0,3,No,No
2016,Probabilistic Quality Assessment of Articles Based on Learning Editing Patterns,Forward Citation Tracking,2011,Jingyu Han; Chuandong Wang; Xiong Fu; Kejia Chen,Conference,"CSSS '11: International Conference on Computer Science and Service System, pp. 564-570",Institute of Electrical and Electronic Engineers,"New York City, United States",15,1,"As a new model of distributed, collaborative information source, such as Wikipedia, is emerging, its content is constantly being generated, updated and maintained by various users and its data quality varies from time to time. Thus the quality assessment of the content is a pressing concern now. We observe that each article usually goes through a series of editing phases such as building structure, contributing text, discussing text, etc., gradually getting into the final quality state and that the articles of different quality classes exhibit specific edit cycle patterns. We propose a new approach to Assess Quality based on article's Editing History (AQEH) for a specific domain as follows. First, each article's editing history is transformed into a state sequence borrowing Hidden Markov Model(HMM). Second, edit cycle patterns are first extracted for each quality class and then each quality class is further refined into quality corpora by clustering. Now, each quality class is clearly represented by a series of quality corpora and each quality corpus is described by a group of frequently co-occurring edit cycle patterns. Finally, article quality can be determined in probabilistic sense by comparing the article with the quality corpora. Experimental results demonstrate that our method can capture and predict web article's quality accurately and objectively.",data quality; HMM; quality assessment; web article; Wikipedia,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5973947,https://ieeexplore.ieee.org/abstract/document/5973947,2,0,1,0,3,No,No
2017,Quality assessment of web-based information on type 2 diabetes,Forward Citation Tracking,2022,Didem Ölçer; Tuğba Taşkaya Temizel,Journal,"Online Information Review, vol. 46(4), pp. 715-732",N/A,N/A,51,1,"Purpose - This paper proposes a framework that automatically assesses content coverage and information quality of health websites for end-users. Design/methodology/approach - The study investigates the impact of textual and content-based features in predicting the quality of health-related texts. Content-based features were acquired using an evidence-based practice guideline in diabetes. A set of textual features inspired by professional health literacy guidelines and the features commonly used for assessing information quality in other domains were also used. In this study, 60 websites about type 2 diabetes were methodically selected for inclusion. Two general practitioners used DISCERN to assess each website in terms of its content coverage and quality. Findings - The proposed framework outputs were compared with the experts' evaluation scores. The best accuracy was obtained as 88 and 92% with textual features and content-based features for coverage assessment respectively. When both types of features were used, the proposed framework achieved 90% accuracy. For information quality assessment, the content-based features resulted in a higher accuracy of 92% against 88% obtained using the textual features. Research limitations/implications - The experiments were conducted for websites about type 2 diabetes. As the whole process is costly and requires extensive expert human labelling, the study was carried out in a single domain. However, the methodology is generalizable to other health domains for which evidence-based practice guidelines are available. Practical implications - Finding high-quality online health information is becoming increasingly difficult due to the high volume of information generated by non-experts in the area. The search engines fail to rank objective health websites higher within the search results. The proposed framework can aid search engine and information platform developers to implement better retrieval techniques, in turn, facilitating end-users' access to high-quality health information. Social implications - Erroneous, biased or partial health information is a serious problem for end-users who need access to objective information on their health problems. Such information may cause patients to stop their treatments provided by professionals. It might also have adverse financial implications by causing unnecessary expenditures on ineffective treatments. The ability to access high-quality health information has a positive effect on the health of both individuals and the whole society. Originality/value - The paper demonstrates that automatic assessment of health websites is a domain-specific problem, which cannot be addressed with the general information quality assessment methodologies in the literature. Content coverage of health websites has also been studied in the health domain for the first time in the literature.",DISCERN; Website quality; Diabetes; Information quality; Information coverage,https://www.emerald.com/insight/content/doi/10.1108/OIR-02-2021-0089/full/pdf?title=quality-assessment-of-web-based-information-on-type-2-diabetes,https://www.emerald.com/insight/content/doi/10.1108/OIR-02-2021-0089/full/html,1,0,2,0,3,No,No
2019,Is cross-linguistic advert flaw detection in Wikipedia feasible? A multilingual-BERT-based transfer learning approach,Forward Citation Tracking,2022,Muyan Li; Heshen Zhou; Jingrui Hou; Ping Wang; Erpei Gao,Journal,"Knowledge-Based Systems, vol. 252(109330), pp. ?-?",N/A,N/A,52,1,"Wikipedia is one of the most prominent online platforms from which people acquire knowledge; thus, its article quality should be of great concern. Currently, many scholars focus on the quality assessment and quality flaws detection in Wikipedia articles. However, most of them considered only one language version, typically English. One major obstacle to conducting such research in non-English or multilanguage scenarios is insufficient labeled data. To address this, we introduce transfer learning based on a pretraining multilanguage model to verify whether it is feasible to conduct cross-language flaw detection. Specifically, we chose the Advert flaw (containing content written like an advertisement) as our research objective; French, Spanish, and Chinese as the target language scenarios; and English articles as the source scenario. Multilingual BERT combined with a sequential model was used to extract semantic features and build classifiers. Moreover, we compared three strategies (direct transfer, fine-tuning transfer and nontransfer) to determine the best strategy for cross-language Advert flaw detection at different training sample scales. The experimental results demonstrated that the proposed model trained with the English dataset can identify the Advert flaw in other languages; fine-tuning transfer yields the best performance as the corpus increases.",Wikipedia quality flaw; Cross-lingual transfer learning; Pretraining language model; Text classification,https://reader.elsevier.com/reader/sd/pii/S0950705122006670?token=7FF38D9CB53BA2E0A063F0902B91AD1742F2306DDF6B9F7E637B74E911AA746B4586E80AF63C167E9B175056748F7C07&originRegion=eu-west-1&originCreation=20230312231815,https://www.sciencedirect.com/science/article/pii/S0950705122006670,1,1,0,1,3,No,No
2022,Good Authors = Good Articles? - How Wikis Work,Forward Citation Tracking,2015,Thomas Wöhner; Sebastian Köhler; Ralf Peters,Conference,"WI '15: International Conference on Wirtschaftsinformatik, 59",Association for Information Systems,"Atlanta, Georgia",30,2,"Wikis are websites to develop content collaboratively. The question arises to what extent the reputation of participants influences the quality of wiki sites. We analyze the impact of author reputation using the example of Wikipedia. We extend previous research by considering a set of different reputation metrics and a new model for aggregating reputation values. Since anonymous authors tend to have a lower reputation, we also quantify the level of participation of anonymous authors as an indicator for the reputation of the crowd. Our analysis finds out that reputation matters, but strongly depends on the used reputation metric and therefore on the corresponding author characteristics. The study shows that the experience of authors in the development of high-quality articles is highly relevant whereas the number of edits and the quality of contributions are of lower importance. Finally, our investigation proves the open editing model and the self-healing mechanism of wikis.",Wiki; Quality; Reputation; Wisdom of the Crowd,https://aisel.aisnet.org/wi2015/59/,https://aisel.aisnet.org/wi2015/59/?utm_source=aisel.aisnet.org%2Fwi2015%2F59&utm_medium=PDF&utm_campaign=PDFCoverPages,1,0,1,1,3,No,No
