id,databases,title,abstract,authors,year,publication_type,published_in,num_references,num_citations,url,doi,pdf
145,"ACM, Google Scholar, Web of Science",Equal opportunities in the access to quality online health information? A multi-lingual study on Wikipedia,"Wikipedia is a free, multilingual, and collaborative online encyclopedia. Nowadays, it is one of the largest sources of online knowledge, often appearing at the top of the results of the major search engines, being one of the most sought-after resources by the public searching for health information. The collaborative nature of Wikipedia raises security concerns since this information is used for decision-making, especially in the health area. Despite being available in hundreds of idioms, there are asymmetries between idioms, namely regarding their quality. In this work, we compare the quality of health information on Wikipedia between idioms with 100 million native speakers or more, and also in Greek, Italian, Korean, Turkish, Persian, Catalan and Hebrew, for historical tradition. Quality metrics are applied to health and medical articles in English, maintained by WikiProject Medicine, and their versions in the above idioms. With this, we contribute to a clarification of the role of Wikipedia in the access to health information. We demonstrate differences in both the quantity and quality of information available between idioms. English is the idiom with the highest quality in general. Urdu, Greek, Indonesian, and Hindi achieved lower values of quality.",Luis Couto; C. Lopes,2021,Conference,Proceedings of the 17th International Symposium on Open Collaboration,38,1,https://www.semanticscholar.org/paper/a5b7aa53662a843c411555aae6508e24e9adcc1c,10.1145/3479986.3480000,https://dl.acm.org/doi/pdf/10.1145/3479986.3480000
146,Google Scholar,Effects of Stigmergic and Explicit Coordination on Wikipedia Article Quality,"Prior research on Wikipedia has noted the importance of both explicit coordination of edits (i.e., through the article Talk page) and stigmergic coordination (i.e., through the article itself). Using a panel data set of article quality and edits for 23 articles over time, we examine the impact of different kinds of edits on article quality. We find that stigmergically-coordinated edits seem to have the biggest effect on quality, but that explicit coordination of major edits also predicts article quality. The findings have implications for both research on coordination in Wikipedia and for supporting editors.",Kevin Crowston; Amira Rezgui,2020,Conference,"Hawaii International Conference on System Sciences, pp. 1-10",28,3,https://www.semanticscholar.org/paper/15ef01000cda62428cdfc3d27cfe21738bd33f2b,10.24251/hicss.2020.287,https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1295&context=hicss-53
147,Google Scholar,Predicting Information Quality Flaws in Wikipedia by Using Classical and Deep Learning Approaches,,Gerónimo Bazán Pereyra; C. Cuello; G. Capodici; Vanessa Jofré; E. Ferretti; Rodolfo Bonnin; M. Errecalde,2019,Conference,"Argentine Congress of Computer Science, pp. 3-18",31,2,https://www.semanticscholar.org/paper/dbf3799d79675e9d4cd8365511fa42556e4967a3,10.1007/978-3-030-48325-8_1,
148,"Google Scholar, Web of Science",Quality assessment of Arabic web content: The case of the Arabic Wikipedia,"With the huge size and large diversity of Arabic web content, machine assessment of document quality acquires added importance. Users are in dire need for quality rating of the material returned in response to their queries. The Wikipedia, with its large metadata, has been a topic of extensive research on document quality assessment. Criteria used include text properties and style parameters, contributor and edit characteristics and multimedia components. In this paper we report on our ongoing work to adapt existing document assessment approaches to Arabic content with concentration on the Arabic Wikipedia and present some of the results. We also try to augment that with features specific to Arabic as well as parameters like author expertise and social media presence. One of our goals is an aggregate measure integrating many of the features into a single document quality index. We plan to use Wikipedia article quality assessment results to train general content assessment methods that can be applied to general content that lacks major Wikipedia features.",A. Yahya; A. Salhi,2014,Conference,"2014 10th International Conference on Innovations in Information Technology (IIT), pp. 36-41",16,3,https://www.semanticscholar.org/paper/b7821e99b90522f4b8c68f91cbf230fcc6447d13,10.1109/INNOVATIONS.2014.6987558,
149,"Google Scholar, Web of Science",Determining Quality of Articles in Polish Wikipedia Based on Linguistic Features,,Włodzimierz Lewoniewski; Krzysztof Węcel; W. Abramowicz,2018,Conference,"International Conference on Information and Software Technologies, pp. 546-558",25,2,https://www.semanticscholar.org/paper/2d12a9dae283284e3eaf6e2bd4057e5d335e8389,10.1007/978-3-319-99972-2_45,https://www.preprints.org/manuscript/201801.0017/v1/download
150,"Google Scholar, Web of Science",Quality Classification of ASEAN Wikipedia Articles using Statistical Features,"The quality of Wikipedia articles is still the main concerned in all languages. Wikipedia relies mostly on human editors and administrators to provide the quality of content. But the magnitude of Wikipedia content makes locating all instances of article very time consuming. Therefore, we need the automatic quality detection that can help users to evaluate the quality of articles. In this paper, we propose the feature set to applied for the ASEAN language Wikipedia articles. We investigate the statistical features such as # of link, # of infobox, length of article, # of headings, # of files, # of contributors, # of viewer, # of written articles found in other languages, and # of templates applied in the article. The experiments are perform using Naïve Bayes and Decision tree algorithm. We found that the accuracy of Decision tree (96.34%) outperform Naïve Bayes (86.47%). Moreover, we found that the statistical features play an important role in quality classification of Vietnamese, Indonesian, Malaysian, Thai, and Tagalog/Philippines Wikipedia articles.",Kanchana Saengthongpattana; T. Supnithi; N. Soonthornphisaj,2018,Conference,"2018 International Joint Symposium on Artificial Intelligence and Natural Language Processing (iSAI-NLP), pp. 1-6",11,1,https://www.semanticscholar.org/paper/f47f2ea88b5412b6a44a264aec67b998a6e3e9ce,10.1109/ISAI-NLP.2018.8692954,
151,Google Scholar,Feature Analysis for Assessing the Quality of Wikipedia Articles through Supervised Classification,"Nowadays, thanks to Web 2.0 technologies, people have the possibility to generate and spread contents on different social media in a very easy way. In this context, the evaluation of the quality of the information that is available online is becoming more and more a crucial issue. In fact, a constant flow of contents is generated every day by often unknown sources, which are not certified by traditional authoritative entities. This requires the development of appropriate methodologies that can evaluate in a systematic way these contents, based on `objective' aspects connected with them. This would help individuals, who nowadays tend to increasingly form their opinions based on what they read online and on social media, to come into contact with information that is actually useful and verified. Wikipedia is nowadays one of the biggest online resources on which users rely as a source of information. The amount of collaboratively generated content that is sent to the online encyclopedia every day can let to the possible creation of low-quality articles (and, consequently, misinformation) if not properly monitored and revised. For this reason, in this paper, the problem of automatically assessing the quality of Wikipedia articles is considered. In particular, the focus is on the analysis of hand-crafted features that can be employed by supervised machine learning techniques to perform the classification of Wikipedia articles on qualitative bases. With respect to prior literature, a wider set of characteristics connected to Wikipedia articles are taken into account and illustrated in detail. Evaluations are performed by considering a labeled dataset provided in a prior work, and different supervised machine learning algorithms, which produced encouraging results with respect to the considered features.",Elias Bassani; Marco Viviani,2018,Journal,"ArXiv, abs/1812.02655",38,1,https://www.semanticscholar.org/paper/dcc5a5d1c7bc3fc9de1080bdf0be71ac2d833385,,
152,"ACM, Google Scholar",Good Quality Complementary Information for Multilingual Wikipedia,,Yumiko Suzuki; Yuya Fujiwara; Y. Konishi; Akiyo Nadamoto,2012,Conference,"WISE, pp. 185-198",15,1,https://www.semanticscholar.org/paper/632e144609040754fb03476054db3e5c52807764,10.1007/978-3-642-35063-4_14,
154,Google Scholar,Use of linguistic criteria for estimating of wikipedia articles quality,"As far as the question of texts and articles quality is urgent today, in process of a research, the concept of quality for Wikipedia articles was analysed. There were marked out linguistic criteria of quality for technical documentation and scientific articles. Nowadays everyone knows about such informational resource as Wikipedia. Since that day when Wikipedia was just an offshoot of Nupedia (project to produce a free encyclopedia), it has become the most well-known and popular internet encyclopedia with 282 active language editions such as German, French, Russian and Polish and of course the biggest one is English edition, that has more than 5 million articles. It is multilingual, web-based, free content encyclopedia project. It takes the 5 place according to the list of the most popular websites [6]. Wikipedia is written collaboratively by largely anonymous volunteers who write without pay. Anyone, with Internet access, can write and make changes to Wikipedia articles, except in limited cases where editing is restricted to prevent disruption or vandalism. Users can contribute anonymously, under a pseudonym, or, if they choose to, with their real identity. Some users visit Wikipedia to share their knowledge, others to get (acquire) [6]. Every day, hundreds of thousands of visitors from the various parts of the world collectively make tens of thousands of edits and create thousands of new articles to augment the knowledge held by the Wikipedia encyclopedia. All users, old or young, with different backgrounds and people of all cultures can make changes in articles or add their own one. Wikipedia's greatest strengths, weaknesses, and differences all arise because it is open to anyone, it has a large contributor base, and its articles are written according to editorial guidelines and policies. According to the Nature (the first to use peer review that compares Wikipedia and Britannica‘s coverage of science), Wikipedia‘s strongest suit is the speed at which it can updated, a factor not considered by Nature‘s reviewers. Of course it has large amount of uncovered flaws, different kinds of factual errors, omissions or misleading statements. Quality issues, however, concern the creators of Wikipedia. That‘s why, in 2006 during the Opening plenary at Wikimania, Jimmy Wales suggested to concentrate on quality of the articles instead of their number [2]. They created assessment system WP: ASSESS. It uses a letter scheme which estimates how complete the article is, assigning to the definite article its grade. According to this system, Wikipedia has 9 grades: FA (Featured Article) [4], A, GA (Good Article), B, C, Start, Stub, FL (Featured List), List. Each of these grades has special criteria. Featured articles are",A. Kolesnik; N. Khairova,2017,Journal,N/A,2,3,https://www.semanticscholar.org/paper/6faf93fd7284ef2ae6a6c0e6937b938c95223350,,
155,"Google Scholar, Web of Science",Cumulative Experience and Recent Behavior and their Relation to Content Quality on Wikipedia,"Cumulative experience is often seen as a major factor for influencing content quality in collaborative projects such as Wikipedia. However, past studies often utilize cumulative experience based on the quantity of work rather than quality and context. Moreover, the perspective on cumulative experience assumes a final destination for user behavior, whereas much of the literature indicates that user behavior changes over time. This paper aims to address these two factors by providing better descriptions and context to determine their effect on content quality. The study rematerialized these factors based on 1 Communications Facility 495, 516 High Street, Bellingham, WA 98225. U.S.A. Telephone: 360-6502401, Email: michael.tsikerdekis@wwu.edu",Michail Tsikerdekis,2017,Journal,"Interact. Comput., 29, pp. 737-754",69,1,https://www.semanticscholar.org/paper/1962d8ff1a78b207088110cda37fb99461e56b73,10.1093/iwc/iwx010,
156,Google Scholar,Quality of monkeypox information in Wikipedia across multiple languages,,E. Ornos; Jared Gabriel L Dela Rosa; J. G. Solidum; Jervy Garcia; Erika P. Ong; R. Valenzuela; O. Tantengco,2022,Journal,"Asian Pacific Journal of Tropical Medicine, 15, pp. 571 - 572",7,0,https://www.semanticscholar.org/paper/f9b483de972a99113231ac512f4fc04081f3ac22,10.4103/1995-7645.361856,
157,"Google Scholar, Web of Science",On Quality Assesement in Wikipedia Articles Based on Markov Random Fields,,Rajmund Kleminski; Tomasz Kajdanowicz; Roman Bartusiak; Przemyslaw Kazienko,2017,Conference,"Asian Conference on Intelligent Information and Database Systems, pp. 782-791",13,1,https://www.semanticscholar.org/paper/8bc3af08dc9d06747a6ca83c941a6e2cc03b29fc,10.1007/978-3-319-54472-4_73,
158,Google Scholar,Quality of Articles in Wikipedia,"The recent research of wikipediais is firs briefly analyzed,especially on the statistics of quality of articles in Wikipedia.Then the automatic evaluating methods of article quality are discussed.The methods mainly include two kinds: the correlation-based analysis and cooperation modeling.Furthermore,we present the open problems of automatic quality evaluation and the possiblepromotions of collective intelligence.",Wu Juebo; Pla Military,2011,Journal,"Geomatics and Information Science of Wuhan University, ",0,1,https://www.semanticscholar.org/paper/4afc868db9e2f8b71e1476e02cd786c42767b560,,
159,Google Scholar,Assessing Quality Values of Wikipedia Articles Using Implicit Positive and Negative Ratings,,Yumiko Suzuki,2012,Conference,"Interational Conference on Web-Age Information Management, pp. 127-138",10,1,https://www.semanticscholar.org/paper/7e0f730ebf1ef8d1fdcfac69cf66eef0f44c4813,10.1007/978-3-642-32281-5_13,
160,Google Scholar,On the Assessment of Information Quality in Spanish Wikipedia,"Featured Articles (FA) are considered to be the best articles that Wikipedia has to offer and in the last years, researchers have found interesting to analyze whether and how they can be distinguished from “ordinary” articles. Likewise, identifying what issues have to be enhanced or fixed in ordinary articles in order to improve their quality is a recent key research trend. Most of the approaches developed in these research trends have been proposed for the English Wikipedia. However, few efforts have been accomplished in Spanish Wikipedia, despite being Spanish, one of the most spoken languages in the world by native speakers. In this respect, we present a first breakdown of Spanish Wikipedia’s quality flaw structure. Besides, we carry out a study to automatically assess information quality in Spanish Wikipedia, where FA identification is evaluated as a binary classification task. The results obtained show that FA identification can be performed with an F1 score of 0.81, using a document model consisting of only twenty six features and AdaBoosted C4.5 decision trees as classification algorithm.",Guido Urquiza; M. Soria; Sebastián Pérez Casseignau; E. Ferretti; Sergio Alejandro Gómez; M. Errecalde,2016,Journal,N/A,20,3,https://www.semanticscholar.org/paper/cc4ec9eee2bea21b2ec974d0dc3e47be58f9b3d0,,
161,"ACM, Google Scholar, Web of Science",Assessing the quality of health-related Wikipedia articles with generic and specific metrics,"Wikipedia is an online, free, multi-language, and collaborative encyclopedia, currently one of the most significant information sources on the web. The open nature of Wikipedia contributions raises concerns about the quality of its information. Previous studies have addressed this issue using manual evaluations and proposing generic measures for quality assessment. In this work, we focus on the quality of health-related content. For this purpose, we use general and health-specific features from Wikipedia articles to propose health-specific metrics. We evaluate these metrics using a set of Wikipedia articles previously assessed by WikiProject Medicine. We conclude that it is possible to combine generic and specific metrics to determine health-related content’s information quality. These metrics are computed automatically and can be used by curators to identify quality issues. Along with the explored features, these metrics can also be used in approaches that automatically classify the quality of Wikipedia health-related articles.",Luis Couto; C. Lopes,2021,Conference,Companion Proceedings of the Web Conference 2021,30,1,https://www.semanticscholar.org/paper/9a1c237dd3692545d024968b8831c5c00fb29f79,10.1145/3442442.3452355,https://dl.acm.org/doi/pdf/10.1145/3442442.3452355
162,Google Scholar,Ontology-Based Classifiers for Wikipedia Article Quality Classification,,Kanchana Saengthongpattana; T. Supnithi; N. Soonthornphisaj,2017,Journal,Advances in Intelligent Systems and Computing,18,1,https://www.semanticscholar.org/paper/261b08ea302a506eb47bee6a548e39b7e96db899,10.1007/978-3-319-94703-7_7,
163,Google Scholar,Ranking Wikipedia article's data quality by learning dimension distributions,"As the largest free user-generated knowledge repository, data quality of Wikipedia has attracted great attention these years. Automatic assessment of Wikipedia article’s data quality is a pressing concern. We observe that every Wikipedia quality class exhibits its specific characteristic along different first-class quality dimensions including accuracy, completeness, consistency and minimality. We propose to extract quality dimension values from article’s content and editing history using dynamic Bayesian network (DBN) and information extraction techniques. Next, we employ multivariate Gaussian distributions to model quality dimension distributions for each quality class, and combine multiple trained classifiers to predict an article’s quality class, which can distinguish different quality classes effectively and robustly. Experiments demonstrate that our approach generates a good performance.",Jingyu Han; Ke-Jia Chen,2014,Journal,"Int. J. Inf. Qual., 3, pp. 207-227",16,1,https://www.semanticscholar.org/paper/7e32e541b6bca921823093a51e273d3adc0294d0,10.1504/IJIQ.2014.064056,
164,Google Scholar,"Accuracy and quality in historical representation: Wikipedia, textbooks and the Investiture Controversy","Wikipedia’s popularity is unquestioned, but a perceived lack of accuracy and reliability in articles on historical topics prevents historians from embracing it more fully. This article argues that accuracy may be only one component of overall quality. While Wikipedia may have demonstrable shortcomings, it also has strengths in areas such as completeness and accessibility. These strengths appear when historical narratives in Wikipedia are compared to other sources of historical information readily available to American undergraduates. The article compares Wikipedia’s entry on the Investiture Controversy to current scholarship and textbook treatments of the theme. On a broader view of quality, Wikipedia appears in a more favorable light than it does when we employ a narrow focus on accuracy about specific dates and events.",David Halsted,2013,Journal,N/A,29,3,https://www.semanticscholar.org/paper/404b03abab9f704831922a20533c8d3354646592,10.16995/DM.50,
165,Google Scholar,Automatically Assessing the Need of Additional Citations for Information Quality Verification in Wikipedia Articles,,Gerónimo Bazán Pereyra; C. Cuello; G. Capodici; Vanessa Jofré; E. Ferretti; M. Errecalde,2019,Journal,N/A,0,1,https://www.semanticscholar.org/paper/8c0b0a019de5e5a59e44ca48fa05df66d48d7f6f,,
166,Google Scholar,,,,,,,,,,,
167,Google Scholar,Comparative assessment of three quality frameworks for statistics derived from big data : the cases of Wikipedia page views and Automatic Identification Systems,"National and international statistical agencies are currently experimenting with the production of statistics derived partly or entirely from big data sources. At the same time there have been initiatives in the official statistics community and elsewhere to extend existing quality frameworks to statistics whose production involves the use of this type of data sources. UNECE's suggested framework for the quality of big data and Eurostat's accreditation of big data sources as input data for official statistics are two examples in this regard. The framework proposed in the report on big data of AAPOR (American Association for Public Opinion Research) is an example coming from outside official statistics. These frameworks have been developed based mostly on theoretical considerations, even if early experiments have provided some input. In this paper, we propose to enrich the experience in the application of these frameworks to particular use cases of statistical products based on big data sources in order to assess their suitability, feasibility and completeness. We apply these three quality frameworks in the context of ""experimental"" cultural statistics based on Wikipedia page views and to data from Automatic Identification Systems (AIS) for the production of transport statistics.",Fernando Reis; L. D. Consiglio; B. Kovachev; A. Wirthmann; Michail Skaliotis,2016,Unknown,N/A,2,1,https://www.semanticscholar.org/paper/fb77e3053150d7c4e42ca164b3d7b92140cfaf16,,
168,"Google Scholar, Web of Science",[Contraception in the German-language Wikipedia: a content and quality analysis].,,N. Döring; Stephan Lehmann; Claudia Schumann-Doermer,2022,Journal,"Bundesgesundheitsblatt, Gesundheitsforschung, Gesundheitsschutz",0,0,https://www.semanticscholar.org/paper/48cf2c6b9df60f7fb1e7ee71732ff60c8a734ff3,10.1007/s00103-022-03537-8,https://link.springer.com/content/pdf/10.1007/s00103-022-03537-8.pdf
169,"Google Scholar, Web of Science",Assessing the Quality of Thai Wikipedia Articles Using Concept and Statistical Features,,Kanchana Saengthongpattana; N. Soonthornphisaj,2014,Conference,"WorldCIST, pp. 513-523",10,2,https://www.semanticscholar.org/paper/9ae7b7133f62363a386922631bf4637e182815a4,10.1007/978-3-319-05951-8_49,
170,"ACM, Google Scholar, Web of Science",Interactive Quality Analytics of User-generated Content,"Digital libraries and services enable users to access large amounts of data on demand. Yet, quality assessment of information encountered on the Internet remains an elusive open issue. For example, Wikipedia, one of the most visited platforms on the Web, hosts thousands of user-generated articles and undergoes 12 million edits/contributions per month. User-generated content is undoubtedly one of the keys to its success but also a hindrance to good quality. Although Wikipedia has established guidelines for the “perfect article,” authors find it difficult to assert whether their contributions comply with them and reviewers cannot cope with the ever-growing amount of articles pending review. Great efforts have been invested in algorithmic methods for automatic classification of Wikipedia articles (as featured or non-featured) and for quality flaw detection. Instead, our contribution is an interactive tool that combines automatic classification methods and human interaction in a toolkit, whereby experts can experiment with new quality metrics and share them with authors that need to identify weaknesses to improve a particular article. A design study shows that experts are able to effectively create complex quality metrics in a visual analytics environment. In turn, a user study evidences that regular users can identify flaws, as well as high-quality content based on the inspection of automatic quality scores.",Cecilia di Sciascio; D. Strohmaier; M. Errecalde; Eduardo Veas,2019,Journal,"ACM Transactions on Interactive Intelligent Systems (TiiS), 9, pp. 1 - 42",61,2,https://www.semanticscholar.org/paper/b8f287f6f3ed28b4e494cfc05a39b4df1e36a87e,10.1145/3150973,
171,Google Scholar,Anfis based models for accessing quality of wikipedia articles,"Wikipedia is a free, web-based, collaborative, multilingual encyclopedia project supported by the non-profit Wikimedia Foundation. Due to the free nature of Wikipedia and allowing open access to ev ...",Noor Ullah,2010,Journal,N/A,0,3,https://www.semanticscholar.org/paper/c5dbe7d3f750a60ec8cfe56fbb8d3834b7ef0dee,,
172,Google Scholar,Structure-Based Features for Predicting the Quality of Articles in Wikipedia,,Baptiste de La Robertie; Y. Pitarch; O. Teste,2017,Journal,N/A,17,0,https://www.semanticscholar.org/paper/83fe1663a16d7e8e3d1988799bd9dc4cdbf2e16a,10.1007/978-3-319-51049-1_6,
173,Google Scholar,Evaluating Article Quality and Editor Reputation in Wikipedia,,Yuqing Lu; Lei Zhang; Juan-Zi Li,2013,Conference,"China Semantic Web Symposium, pp. 215-227",23,0,https://www.semanticscholar.org/paper/59ef2fa73fa249be1f5043da108464b7c3f7427c,10.1007/978-3-642-54025-7_19,
174,Google Scholar,,,,,,,,,,,
175,Google Scholar,Citation Detective : a Public Dataset to Improve and Quantify Wikipedia Citation Quality at Scale,"Machine learning models designed to improve citation quality in Wikipedia, such as text-based classifiers detecting sentences needing citations (“Citation Need” models), have received a lot of attention from both the scientific and the Wikimedia communities. However, due to their highly technical nature, the accessibility of such models is limited, and their usage generally restricted to machine learning researchers and practitioners. To fill this gap, we present Citation Detective , a system designed to periodically run Citation Need models on a large number of articles in English Wikipedia, and release public, usable, monthly data dumps exposing sentences classified as missing citations. By making Citation Need models usable to the broader public, Citation Detective opens up new opportunities for research and applications. We provide an example of a research direction enabled by Citation Detective , by conducting a large-scale analysis of citation quality in Wikipedia, showing that article citation quality is positively correlated with article quality, and that articles in Medicine and Biology are the most well sourced in English Wikipedia. The Citation Detective data and source code will be made publicly available and are being integrated with community tools for citation improvement such as Citation Hunt .",Ai-Jou Chou; Guilherme Gonçalves; Sam Walton; M. Redi,2020,Unknown,N/A,8,2,https://www.semanticscholar.org/paper/2fa03900c85676a9e75dd6ab6bce7009f4cd875c,,
176,Google Scholar,"A Strategy Oriented, Machine Learning Approach to Automatic Quality Assessment of Wikipedia Articles","A Strategy Oriented, Machine Learning Approach to Automatic Quality Assessment of Wikipedia Articles Gabriel De La Calzada This work discusses an approach to modeling and measuring information quality of Wikipedia articles. The approach is based on the idea that the quality of Wikipedia articles with distinctly different profiles needs to be measured using different information quality models. To implement this approach, a software framework written in the Java language was developed to collect and analyze information of Wikipedia articles. We report on our initial study, which involved two categories of Wikipedia articles: ”stabilized” (those, whose content has not undergone major changes for a significant period of time) and ”controversial” (articles that have undergone vandalism, revert wars, or whose content is subject to internal discussions between Wikipedia editors). In addition, we present simple information quality models and compare their performance on a subset of Wikipedia articles with the information quality evaluations provided by human users. Our experiment shows that using special-purpose models for information quality captures user sentiment about Wikipedia articles better than using a single model for both categories of articles.",Gabriel De la Calzada,2009,Journal,N/A,76,0,https://www.semanticscholar.org/paper/ca0385429020b68b3c44e2dfb1550eca74a20b21,10.15368/THESES.2009.32,https://digitalcommons.calpoly.edu/cgi/viewcontent.cgi?article=1320&context=theses
180,Google Scholar,"Wikipedia-based Corpora for Analyzing Revisions, Discussions and Text Quality in Collaborative Writing","Wikipedia is both a valuable resource and a remarkable example of a non-standard data source for computational linguistics research. It is a unique source of authentic corpus material to study collaborative writing in the Web and offers terabytes of collaboratively constructed content in numerous domains. Due to the magnitude, diversity and the collaborative construction of its content, creating task-specific corpora for computational linguistics from Wikipedia is a non-trivial task. For example, the semiand sometimes unstructured data makes its segmentation difficult. In this presentation, we report about our ongoing work on several Wikipedia-based corpora tailored to support computational linguistics research with respect to:",Johannes Daxenberger; Oliver Ferschke; Iryna Gurevych,2012,Journal,N/A,3,2,https://www.semanticscholar.org/paper/56e0e88e19504c7c21478616ed5c1d41a81c5045,,
181,Google Scholar,Understanding the 'Quality Motion' of Wikipedia Articles Through Semantic Convergence Analysis,,Huijing Deng; B. Tarigan; Mihai Grigore; J. Sutanto,2015,Conference,"Interacción, pp. 64-75",10,1,https://www.semanticscholar.org/paper/00c6bd451cdedd9e4ad551978c41f0acd3f751ca,10.1007/978-3-319-20895-4_7,
182,Google Scholar,Quality contents creation in a commons-based peer production on line environment: the it.wikipedia experience,"The increasing growth of Wikipedia poses many questions about its organizational model and its development as a freeopen knowledge repository. Yochai Benkler describes Wikipedia as a CBPP (commons-based peer production) system: a platform which enables users to easily generate knowledge contents and to manage them collaboratively and on freevoluntary basis. The quality of its output is one of the main concerns related to Wikipedia. How would a CBPP environment guarantee at the same time the openness of its organization and a good level of accreditation? Which aspects of the project have more influence on quality? The paper offers an overview of one of the quality processes in it.wiki (Italian Wikipedia): the Vetrina section (Featured Articles). It also suggests an explanation to quality accreditation issue which questions Benkler's hypothesis. Thanks to a qualitative analysis carried out through in-depth interviews to Wikipedia users and through a period of ethnographic observation, the paper outlines Vetrina's organization and the social factors related to quality definition. The goal of the analysis is to give a better understanding of co-generation of contents processes and at the same time it tries to investigate quality assessment in one of the best known open knowledge on line project.",S. Monaci,2008,Journal,N/A,15,1,https://www.semanticscholar.org/paper/4e8583c37086c87ca9d1f2e9fc8fb0b8e5b0f8d5,,
183,"Google Scholar, Web of Science",The Wikipedia Medical Student: Comparing the Quality of Vascular Surgery Topics Across Two Commonly Used Educational Resources,,P. Jetty; Michael Yacob; S. Lotfi,2014,Journal,"Journal of Vascular Surgery, 60, pp. 1404",0,3,https://www.semanticscholar.org/paper/1d6c8c496b89d888fec2d178673a9a6514f0e353,10.1016/J.JVS.2014.08.030,http://www.jvascsurg.org/article/S0741521414015559/pdf
185,Google Scholar,The Category Structure in Wikipedia: To Analyze and Know Its Quality Using K-Core Decomposition,,Qishun Wang; Xiaohua Wang; Zhi-qun Chen,2013,Conference,"Knowledge Science, Engineering and Management, pp. 453-462",13,1,https://www.semanticscholar.org/paper/7a1851c877117001252cf90fc2ab26599695ed40,10.1007/978-3-642-39787-5_37,
186,Google Scholar,Building Quality in Wikipedia: A Theoretical Approach,,Guangyuan Zhu,2009,Journal,N/A,8,0,https://www.semanticscholar.org/paper/210306511daff2d670b8a3b9e3047deae363ec37,,
187,"ACM, Google Scholar, Web of Science",Quality assessment of Wikipedia content using topic models,"The web has become a large knowledge provider for society, allowing people to not just consume information but also produce it. Collaborative documents bring some significant advantages and decentralization, but they also raise questions concerning its quality. In this work, we explore the quality assessment on collaborative documents using these documents' topics. The proposed approach improved in 3.2% the accuracy of quality assesment of Wikipedia content. Then, the main contribution in this paper is an analysis of how we can use topic modelling in order to improve quality prediction performance.",Lauro C. J. Santos; Taís Christofani; I. S. Silva; D. H. Dalip,2019,Conference,Proceedings of the 25th Brazillian Symposium on Multimedia and the Web,28,2,https://www.semanticscholar.org/paper/5548a6d03196d6f9375cec984921336050baf485,10.1145/3323503.3360628,
189,Google Scholar,,,,,,,,,,,
193,Google Scholar,Quality of References Supporting Urologic Articles on Wikipedia,"Background: Wikipedia is an easily available and commonly used source of medical information for patients and practitioners. Its editing guidelines state that information added to the site should be accompanied by in-line citations to reliable (preferably secondary) sources to meet the website’s standards for verifiability. We hypothesized that a large fraction of these citations would be to popular media and to scientific works of relatively low academic impact. Objective: To characterize the works cited in the most frequently accessed Wikipedia articles on urologic diseases and interventions. Methods: Of the 1500 most-viewed articles in the Medicine WikiProject, 24 were relevant to urology. From these 24, the top 10 most-viewed urology-related articles were selected for citation analysis. Sources in in-line citations, defined as “ref” elements with unique or absent “name” attributes, were categorized by publisher and assigned one of 6 publication types. These types were: original scientific research, systematic reviews, scholarly non-systematic reviews (including books, editorials, and guidelines), medical references directed at the lay person (e.g. WebMD), popular media, and other. Finally, citation counts were retrieved using the Scopus database for references with digital object identifiers (DOI) or PubMed identification numbers (PMID). Results: The 24 articles included in the study were accessed by Wikipedia users an average of 2019 times per article per day (range 987-4,699) and contained an average of 40.5 citations (range 5-189). Of the 567 references cited in the 10 most viewed articles, 25.9% (147) were original research, 8.8% (50) were systematic reviews, 47.1% (267) were other scholarly reviews, 6.0% (34) were lay-directed medical resources, and only 7.9% (45) were popular media. 245 separate publishers were cited (208 scientific), of which the Journal of Urology was the most common (21 citations) followed by the Cochrane Database of Systematic Reviews (20). Of the 262 references with citation counts the Scopus database, 74.8% (196) were cited by at least 10 other scholarly articles. The median reference was cited by 26 other scientific articles (mean 151). Conclusions: The vast majority of sources backing information in urologic articles on Wikipedia are scientific books and peer-reviewed journals targeted to a professional audience. The plurality of these are textbooks and reviews of the literature. The vast majority of scientific articles cited have achieved at least a moderate level of recognition within their field. These findings suggest that the Wikipedia editing process for these articles does favor sources of relatively high scientific quality. Further research is required to determine whether the relatively high quality and quantity of sources cited implies high quality of the Wikipedia articles themselves. []",M. Strother,2014,Journal,N/A,0,0,https://www.semanticscholar.org/paper/75739ccfb7d74b3a870b1f78f50973e64b8e3f74,,
194,Google Scholar,,,,,,,,,,,
195,Google Scholar,Correction to: Application of SEO Metrics to Determine the Quality of Wikipedia Articles and Their Sources,,Włodzimierz Lewoniewski; Ralf-Christian Härting; Krzysztof Węcel; Christopher Reichstein; W. Abramowicz,2018,Journal,N/A,0,0,https://www.semanticscholar.org/paper/75935040ed9d1d3a3e58a9ef780287ba87a51f8d,10.1007/978-3-319-99972-2_49,https://link.springer.com/content/pdf/10.1007%2F978-3-319-99972-2_49.pdf
196,Google Scholar,Quality of open content in Wikipedia: towards a broader view of expertise?,,P. D. Laat,2011,Journal,N/A,0,0,https://www.semanticscholar.org/paper/2152fe52e54c568e2bcde938508de1913f3947a4,,
197,"Google Scholar, Web of Science",Predicting Low-Quality Wikipedia Articles Using User’s Judgements,,Ning Zhang; Lingyun Ruan; Luo Si,2015,Journal,N/A,8,0,https://www.semanticscholar.org/paper/f9ac07db4730ee15b657cab2e20c6ca6ed366336,10.1007/978-3-319-05467-4_6,
